,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,s_centroid,rmse,labels
12,0.9343833923339844,0.03287788853049278,0.06993598490953445,-0.03835584968328476,-0.04810425639152527,-0.0005864513223059475,0.015453355386853218,0.012817250564694405,-0.013363642618060112,-0.02703823707997799,-0.014129369519650936,-0.027958234772086143,-0.04348863661289215,-0.014808542095124722,-0.019541403278708458,-0.016243062913417816,-0.02514106035232544,-0.05337560921907425,-0.03214510157704353,0.017301538959145546,0.9849996566772461,0.9736167192459106,0.0
13,0.928321361541748,0.027889113873243332,0.04826053977012634,-0.03391081839799881,-0.05492642521858215,-0.02512393519282341,0.014916490763425827,-0.01849842630326748,-0.03144916892051697,-0.04327593743801117,-0.02958499640226364,-0.00740915909409523,-0.013220530934631824,0.004883597604930401,0.043492257595062256,0.014881760813295841,-0.015286315232515335,-0.040797602385282516,-0.018446197733283043,0.035109877586364746,0.9741971492767334,0.961732029914856,0.0
14,0.8817903399467468,-0.03690806031227112,0.007164139300584793,-0.013961579650640488,-0.003747046459466219,-0.028156114742159843,-0.0004004631482530385,-0.041637152433395386,-0.04228728637099266,-0.0054705506190657616,-0.018041376024484634,-0.010828930884599686,-3.701080640894361e-05,0.05255300924181938,0.056884802877902985,0.02779821865260601,0.017268264666199684,-0.007617590483278036,0.011675265617668629,-0.0023181624710559845,0.9890633821487427,0.9533612728118896,0.0
15,0.8793566226959229,-0.06294114142656326,-0.02433868683874607,-0.0059393830597400665,0.0246591754257679,0.016066327691078186,0.011670692823827267,-0.019758641719818115,-0.037674542516469955,-0.021172016859054565,-0.06471742689609528,-0.03581434115767479,0.03175906836986542,-0.0013256511883810163,0.010348336771130562,0.022162336856126785,0.028343643993139267,0.011359279975295067,-0.007692583370953798,0.020377883687615395,0.9818508625030518,0.9519069790840149,0.0
16,0.9014545679092407,-0.02645932510495186,-0.010116802528500557,-0.02485566958785057,-0.002358650555834174,0.033909689635038376,0.029494475573301315,0.04821524769067764,-0.010975746437907219,-0.044087763875722885,-0.03936116397380829,-0.02697725221514702,0.008094895631074905,-0.049984123557806015,-0.01187047827988863,-0.027792636305093765,-0.034840457141399384,-0.003930649254471064,0.0025902350898832083,0.02527223341166973,0.9756568074226379,0.964718222618103,0.0
17,0.9355564713478088,0.007419805973768234,-0.008473525755107403,-0.0424417182803154,-0.04700620844960213,0.003187430091202259,0.020729288458824158,0.06298614293336868,0.0479503870010376,0.03421361371874809,0.033337004482746124,0.0040994808077812195,0.022290227934718132,-0.005901759956032038,-0.003553274553269148,0.004705102648586035,-0.004375580698251724,0.004367459565401077,0.05110989511013031,0.05139212682843208,0.9621042013168335,0.9733939170837402,0.0
18,0.9208984971046448,0.00848569069057703,-0.02102482132613659,-0.0025548001285642385,-0.04069289565086365,-0.021170856431126595,-0.0029180324636399746,-0.012983054853975773,0.0005274117575027049,0.00932429637759924,-0.02230915240943432,-0.0018464842578396201,0.02668176218867302,-0.024435684084892273,0.02256309986114502,0.07493927329778671,0.037375662475824356,0.015870405361056328,0.03630179911851883,0.03305481746792793,0.9465673565864563,0.9521868228912354,0.0
19,0.9129888415336609,0.027361003682017326,0.013756101951003075,0.04199504479765892,-0.0012964078923687339,-0.00770899374037981,0.0038608303293585777,-0.04925478994846344,-0.04094516113400459,-0.0034978417679667473,-0.07105069607496262,-0.04779738187789917,0.05222292244434357,0.026417499408125877,0.05255642160773277,0.05415843427181244,0.08414537459611893,0.06844118982553482,0.0013667289167642593,-0.036802373826503754,0.9501347541809082,0.9373911023139954,0.0
20,0.9059080481529236,-0.01728730835020542,-0.010216395370662212,-0.0033872586209326982,-0.02556917630136013,-0.009051677770912647,0.0001737621205393225,-0.015786509960889816,-0.04140150547027588,-0.0006518419249914587,-0.016752107068896294,-0.03639792278409004,0.016969460994005203,0.040061913430690765,0.05923912301659584,0.012178526259958744,0.014896407723426819,0.024522021412849426,0.008452347479760647,0.002791646169498563,0.9600944519042969,0.9443525075912476,0.0
21,0.9368095993995667,0.022163743153214455,0.00037925250944681466,-0.05235981568694115,-0.04838917776942253,-0.020427484065294266,0.027235601097345352,0.03360038995742798,-0.0062257894314825535,0.010490850545465946,0.02891693077981472,-0.031341951340436935,-0.051565609872341156,0.003467775881290436,0.0013684903969988227,0.014081317000091076,-0.015155374072492123,-0.041657719761133194,-0.026856612414121628,0.018125906586647034,0.960312008857727,0.9513508677482605,0.0
22,0.9480561017990112,0.045865871012210846,0.008329045958817005,-0.015570126473903656,-0.02181628905236721,-0.031043963506817818,-0.019261136651039124,-0.015676097944378853,0.001947389799170196,-0.008891829289495945,0.030859559774398804,-0.030117440968751907,-0.07492426782846451,-0.028695954009890556,-0.02605595998466015,0.008004601113498211,0.02027007006108761,-0.020863313227891922,-0.0208950936794281,-0.014887148514389992,0.9532519578933716,0.9553613662719727,0.0
23,0.922698438167572,-0.012668467126786709,-0.006062356289476156,-0.016292717307806015,-0.007483229041099548,0.007875361479818821,-0.01678028330206871,-0.05749794840812683,-0.018647920340299606,-0.02393457107245922,0.010933319106698036,-0.012523314915597439,-0.02762235887348652,0.0108763687312603,0.004154453054070473,-0.014173660427331924,0.00702372333034873,0.013724290765821934,0.034784529358148575,0.005342812743037939,0.9674850702285767,0.9648336172103882,0.0
24,0.8745443224906921,-0.03202177956700325,0.0221395380795002,0.016389846801757812,-0.0024728337302803993,0.02520899847149849,-0.027919886633753777,-0.052825409919023514,0.00022524689848069102,0.01781376823782921,0.021816914901137352,0.026842646300792694,0.04046081751585007,0.03571387007832527,-0.011040915735065937,-0.03170892968773842,-0.015868250280618668,-0.0018492239760234952,0.013496072962880135,-0.02069954015314579,0.973471999168396,0.9513119459152222,0.0
25,0.897894561290741,-0.015956241637468338,-0.002627304056659341,-0.019087521359324455,-0.033371903002262115,-0.01721322350203991,-0.011402149684727192,-0.030284516513347626,-0.0108517836779356,0.04363340511918068,0.0417495034635067,0.04123212769627571,0.025122515857219696,0.03468383476138115,-0.050361137837171555,-0.03546622022986412,-0.0030717854388058186,-0.03363585099577904,-0.01801191456615925,-0.020392239093780518,0.9691896438598633,0.9555923342704773,0.0
26,0.8977135419845581,0.003975468222051859,0.016364751383662224,-0.013401138596236706,0.016846729442477226,-0.002433449262753129,-0.008042977191507816,-0.02636132948100567,-0.009579842910170555,0.022988712415099144,-0.002899057464674115,-0.003593709319829941,-0.04852787405252457,-0.028299223631620407,-0.047972287982702255,-0.025789102539420128,0.019707992672920227,-9.981830953620374e-05,-0.011690938845276833,-0.0041388277895748615,0.9735627174377441,0.9379855394363403,0.0
27,0.8895578384399414,-0.006777788046747446,0.03636409714818001,0.03951561823487282,-0.003477513324469328,-0.012047500349581242,-0.03740570321679115,0.0008132299990393221,0.04395711049437523,0.03448551148176193,0.003533625975251198,-0.019851714372634888,-0.05030889809131622,-0.0406583696603775,0.005768002476543188,-0.009409810416400433,0.053224243223667145,0.012864249758422375,-0.02794473059475422,-0.05606376752257347,0.961936891078949,0.9397231936454773,0.0
28,0.888342022895813,-0.018708907067775726,-0.026039831340312958,-0.002706184284761548,-0.009585320018231869,0.01785542629659176,-0.008258738555014133,-0.014243422076106071,0.028871366754174232,0.04675880819559097,0.059261713176965714,0.05268753692507744,0.0006449899519793689,0.01203441247344017,0.012370859272778034,-0.0190136656165123,0.03891884908080101,0.03547854349017143,-0.000916389690246433,-0.005953803192824125,0.951814591884613,0.9303839802742004,0.0
29,0.8839316964149475,-0.025725549086928368,-0.017700329422950745,0.020322104915976524,0.023955652490258217,0.0487004779279232,0.010724689811468124,-0.014005615375936031,0.0007906683604232967,0.01959996670484543,0.047813232988119125,0.03756747022271156,0.0038745629135519266,-0.007392775733023882,-0.04785599932074547,-0.03483519330620766,-0.00013646176375914365,0.004251267295330763,-0.02322741597890854,0.007422768045216799,0.9508917331695557,0.9339389801025391,0.0
30,0.8914768695831299,-0.017518147826194763,0.021831918507814407,0.04162052646279335,0.03971482068300247,0.04940614476799965,0.004239220172166824,-0.03245944529771805,0.017490539699792862,0.018313799053430557,0.037958305329084396,0.03131083771586418,-0.03500242158770561,-0.037144459784030914,-0.0034894682466983795,0.025145653635263443,0.021970756351947784,-0.03956747055053711,-0.0310074333101511,-0.003065777011215687,0.9642651081085205,0.9423500299453735,0.0
31,0.9061307311058044,-0.013052854686975479,0.011356422677636147,0.048185236752033234,0.039775531738996506,0.03502461314201355,0.023665953427553177,-0.005934261251240969,0.024315135553479195,0.010162538848817348,0.009199969470500946,0.042812492698431015,-0.009426271542906761,-0.007336010225117207,0.0413379892706871,-0.030575528740882874,0.014778739772737026,0.03137015923857689,0.02337704598903656,0.01717858761548996,0.963310956954956,0.9563735723495483,0.0
32,0.9250837564468384,0.015697013586759567,0.038240402936935425,0.04733048006892204,0.040450334548950195,0.044464875012636185,0.0826929584145546,0.04372251033782959,0.02731264755129814,-0.02235509268939495,-0.019611511379480362,0.03098607063293457,0.04084888473153114,0.04040665179491043,0.04218281805515289,-0.028553886339068413,-0.0067168367095291615,0.001100015826523304,0.020730750635266304,-0.03407309204339981,0.9703115820884705,0.9742305874824524,0.0
33,0.9183758497238159,-0.02252238616347313,0.0171490628272295,0.017891183495521545,0.02601759135723114,0.01721842959523201,0.046852532774209976,0.03669295087456703,-0.010063578374683857,-0.07575459778308868,-0.04546772688627243,0.008583346381783485,0.05478576198220253,0.06428135186433792,0.05379871279001236,0.004133095499128103,0.0011005612323060632,-0.009251637384295464,0.0169668011367321,0.002612799173220992,0.9809495210647583,0.979389488697052,0.0
34,0.8998208045959473,-0.032392069697380066,-0.02075076848268509,-0.02770160138607025,0.03015577420592308,-0.01742088980972767,0.03702887147665024,0.04566581919789314,-0.027094876393675804,-0.055867839604616165,-0.048034992069005966,-0.05284314975142479,-0.030660217627882957,0.03257231414318085,0.07466884702444077,0.0363742858171463,0.003340895054861903,-0.036138009279966354,-0.04562680795788765,0.02205679751932621,0.9864160418510437,0.9647506475448608,0.0
35,0.9391026496887207,0.010747024789452553,-0.018197253346443176,-0.008438440971076488,0.029357774183154106,0.013380579650402069,0.010780435055494308,0.008385074324905872,0.0020962608978152275,-0.013382967561483383,-0.024074167013168335,-0.05905250459909439,-0.08895760029554367,-0.003144520567730069,0.01826300285756588,0.008559206500649452,-0.007353024557232857,-0.034747395664453506,-0.025149919092655182,-0.019305558875203133,0.958230197429657,0.9628046154975891,0.0
36,0.9369954466819763,-0.008165384642779827,-0.011928550899028778,-0.008896381594240665,-0.037282079458236694,0.011989600956439972,-0.04189343750476837,-0.017137330025434494,0.024180928245186806,0.025286145508289337,-0.020247220993041992,0.006881036330014467,-0.006195558700710535,0.005456680431962013,-0.022459236904978752,-0.03281714394688606,-0.0009364980505779386,-0.03166414052248001,-0.0033934672828763723,-0.051932647824287415,0.9466044306755066,0.9603114128112793,0.0
37,0.9233383536338806,0.007120528258383274,0.010594784282147884,0.014722764492034912,-0.016006620600819588,0.011412421241402626,0.012010868638753891,0.017644550651311874,0.03056959994137287,0.006404003594070673,-0.027233842760324478,-0.0071918475441634655,-0.002301387721672654,-0.0005493347998708487,-0.05280624330043793,-0.04854784533381462,-0.0348639152944088,-0.0039673252031207085,-0.001620174734853208,-0.012554424814879894,0.9478936791419983,0.9518802165985107,0.0
38,0.9066920280456543,-0.022316735237836838,-0.016830546781420708,-0.0019064095104113221,-0.03400749713182449,-0.017137892544269562,0.043119896203279495,0.012065215967595577,-0.008390669710934162,0.0030678370967507362,-0.02012494206428528,-0.0013507605763152242,-0.00414088973775506,0.010972891934216022,-0.01591842994093895,-0.032987434417009354,-0.05370836704969406,-0.018282372504472733,0.02521594800055027,-0.006486125756055117,0.9603872299194336,0.9526331424713135,0.0
39,0.9297057390213013,-0.009293769486248493,-0.0032033640891313553,0.014811646193265915,-0.01111135259270668,-0.01230645552277565,-0.0058462293818593025,-0.004158895928412676,-0.016294600442051888,0.004350481554865837,0.0017528930911794305,0.010153459385037422,-0.022488616406917572,-0.06311897933483124,0.005662912502884865,0.03403977304697037,0.002775018336251378,0.0233827643096447,0.02241573855280876,0.016761699691414833,0.9551287889480591,0.968397855758667,0.0
40,0.9362121820449829,7.632746564922854e-05,0.001075573032721877,0.04390007629990578,0.03941921144723892,0.014514491893351078,-0.006316295359283686,-0.02783818542957306,-0.04510143771767616,-0.06716231256723404,-0.03893888369202614,-0.008048702962696552,-0.0168340802192688,-0.0628427118062973,0.0221494659781456,0.04354294762015343,0.01475343108177185,-0.015670744702219963,0.052682723850011826,0.06787983328104019,0.9519485235214233,0.9635754227638245,0.0
41,0.9046381711959839,-0.02355200983583927,0.02384963631629944,0.026696259155869484,0.01888779178261757,0.0321817547082901,0.004012617282569408,-0.008995692245662212,-0.01570677012205124,-0.036376938223838806,-0.04068901762366295,0.004808740224689245,0.026065407320857048,0.03125014528632164,0.06921479105949402,0.02035031095147133,0.02277713268995285,-0.03434884920716286,-0.004270370118319988,-0.014060305431485176,0.971349835395813,0.9535172581672668,0.0
42,0.9130597710609436,-0.016187770292162895,0.01147386897355318,0.05434697866439819,0.017696160823106766,0.027323825284838676,-0.001298179617151618,0.010455995798110962,-0.01226553414016962,-0.021601565182209015,-0.018053114414215088,0.007800705265253782,0.012752271257340908,-0.00035467310226522386,0.011090381070971489,0.022105464711785316,-0.021316438913345337,-0.0031904277857393026,-0.020848292857408524,-0.01717442274093628,0.9515443444252014,0.9469682574272156,0.0
43,0.9226767420768738,0.015566104091703892,-0.0089938435703516,-0.003445446491241455,0.03453508019447327,0.04020024463534355,0.014259117655456066,0.022340424358844757,-0.008780671283602715,-0.02830192819237709,0.012274514883756638,0.01015219185501337,0.010466750711202621,-0.017441488802433014,0.016803544014692307,0.03304431214928627,-0.040784940123558044,-0.024374961853027344,-0.008395004086196423,-0.008425933308899403,0.9545314908027649,0.9452911615371704,0.0
44,0.9091660976409912,-0.03644421696662903,-0.0262993685901165,-0.03343653678894043,-0.013119681738317013,0.04556789994239807,0.011774513870477676,0.016399817541241646,-0.019646652042865753,-0.027185169979929924,-0.007124000694602728,-0.015867317095398903,-0.02790599688887596,-0.006828883662819862,-0.0006623910157941282,-0.012593467719852924,-0.029813852161169052,-0.024234849959611893,0.013583079911768436,0.035328809171915054,0.9653739929199219,0.9514849185943604,0.0
45,0.926982581615448,0.022864600643515587,0.012538858689367771,-0.017196113243699074,-0.010665316134691238,0.045226868242025375,0.036108843982219696,0.01563834212720394,-0.02546427771449089,-0.013834425248205662,0.005124449729919434,-0.0034781834110617638,-0.030482348054647446,0.015811165794730186,0.01550054270774126,0.03221898525953293,0.02857140265405178,-0.009601392783224583,0.01643904484808445,-0.01315450482070446,0.9519516825675964,0.9413594007492065,0.0
46,0.9275574088096619,0.015593508258461952,0.01730441488325596,0.007442813832312822,0.04407426714897156,0.049103349447250366,0.03503436595201492,0.012190897017717361,-0.010719826444983482,0.009820584207773209,0.016973378136754036,0.0008409908041357994,0.01385760772973299,0.0068868049420416355,0.02118881233036518,0.040114931762218475,0.03800884634256363,-0.026722850278019905,-0.013116810470819473,-0.06340402364730835,0.9618843793869019,0.9537734389305115,0.0
47,0.9244996309280396,-0.002627546666190028,-0.017980223521590233,0.00972604751586914,0.03890112414956093,0.013534875586628914,-0.05372963473200798,0.004286964889615774,0.025007380172610283,0.018022751435637474,0.01543247327208519,-0.015742067247629166,0.004544158466160297,0.016214337199926376,-0.021663550287485123,-0.033472076058387756,-0.008622409775853157,-0.02496526762843132,0.0002115495881298557,-0.026325281709432602,0.9550418853759766,0.9569239616394043,0.0
48,0.9204189777374268,0.014919396489858627,0.016532136127352715,0.01648079976439476,0.01034485548734665,-0.032435525208711624,-0.044604189693927765,-0.018859034404158592,0.013940482400357723,0.016257183626294136,0.01948348432779312,-0.019648613408207893,-0.010210903361439705,-0.004938228987157345,-0.016921401023864746,-0.007872951216995716,0.0007057392504066229,-0.023295115679502487,0.01903696358203888,0.006485950667411089,0.9630439877510071,0.9489774703979492,0.0
49,0.9153284430503845,-0.0055418857373297215,0.0004086321569047868,0.03520534932613373,0.031787093728780746,-0.03832570090889931,-0.0167826060205698,-0.03724619373679161,0.00891487393528223,0.0507134348154068,0.01629595085978508,0.00788974855095148,0.027286434546113014,0.0048908633179962635,-0.01432092860341072,0.009861624799668789,-0.017280464991927147,-0.030781250447034836,0.034717198461294174,0.026058001443743706,0.9638588428497314,0.9578839540481567,0.0
50,0.9495949745178223,0.04205517843365669,0.001628657802939415,0.0038638354744762182,-0.0005367726553231478,-0.038205187767744064,0.011976305395364761,0.014563399367034435,-0.002095873234793544,0.011366516351699829,-0.0004159189120400697,0.014584208838641644,0.018430229276418686,0.05148336663842201,0.020841388031840324,0.007286343723535538,-0.013064006343483925,-0.012635977938771248,0.033855076879262924,0.010023631155490875,0.9473772048950195,0.9488058090209961,0.0
51,0.9402103424072266,0.02847122587263584,-0.03490239381790161,-0.010220472700893879,-0.011083497665822506,-0.02405676059424877,0.004543972201645374,0.05908847600221634,-0.005042252130806446,-0.0270023625344038,-0.01787211187183857,-0.00963737815618515,-0.02956170216202736,0.024948418140411377,0.04090036079287529,-0.006424406543374062,0.012279707938432693,0.027434982359409332,0.03565038740634918,7.561236088804435e-06,0.9349789619445801,0.9390934705734253,0.0
52,0.9193536639213562,-0.023608257994055748,-0.034134767949581146,0.020832471549510956,-0.021364999935030937,-0.03623642399907112,-0.04926789179444313,-0.021680252626538277,-0.03404339402914047,-0.04188750311732292,0.006595464888960123,-0.03921562805771828,-0.04633120819926262,-0.0004933621967211366,0.005228426307439804,-0.007087788078933954,0.027061695232987404,0.04944632202386856,0.04850485175848007,0.04867057129740715,0.9466042518615723,0.9470711350440979,0.0
53,0.8857523202896118,-0.03351297974586487,0.0024659850168973207,0.015616921707987785,-0.035767219960689545,-0.041505102068185806,-0.03134894371032715,0.001231393893249333,0.008731556124985218,-0.025749854743480682,0.043526798486709595,0.015904167667031288,-0.001279908698052168,0.03867075964808464,0.0551566518843174,-0.003484956454485655,5.523991057998501e-05,0.03876063600182533,0.009667515754699707,-0.003535089548677206,0.9673229455947876,0.941109299659729,0.0
54,0.9046013951301575,-0.006931663025170565,-0.0012811104534193873,0.00873897410929203,-0.01163956243544817,-0.029471348971128464,-0.02279062382876873,0.025414569303393364,0.039552878588438034,0.025359617546200752,0.031898219138383865,-0.009720571339130402,-0.0257318913936615,0.01877826265990734,0.06586126238107681,0.05070554092526436,-0.0012383719440549612,0.0034466818906366825,0.061794210225343704,0.02442539855837822,0.9583972692489624,0.9438357353210449,0.0
55,0.9129464626312256,-0.007985610514879227,-0.028773510828614235,-0.033842533826828,-0.019879251718521118,-0.030999070033431053,-0.03569936007261276,-0.011735260486602783,0.03137251362204552,0.04548144340515137,0.044648051261901855,-0.016424687579274178,-0.007078826893121004,-0.014513777568936348,0.009994637221097946,0.023294935002923012,-0.010853680782020092,-0.0024944280739873648,0.017033327370882034,0.027294082567095757,0.9636674523353577,0.9534631967544556,0.0
56,0.9285687208175659,0.015287335030734539,-0.012938623316586018,-0.030753225088119507,-0.028645586222410202,-0.019512824714183807,-0.0072563765570521355,0.023297304287552834,0.020084314048290253,-0.0020752258133143187,0.010078704915940762,-0.024816717952489853,-0.0115462401881814,-0.026788480579853058,-0.010430415160953999,-0.0033417781814932823,-0.029428597539663315,-0.0013039885088801384,2.7570145903155208e-05,0.014496414922177792,0.9546353220939636,0.9433313012123108,0.0
57,0.9306566119194031,0.02603149600327015,0.002725897589698434,-0.014111770316958427,-0.029121197760105133,-0.018959958106279373,0.03446946665644646,0.04668856039643288,0.02857527881860733,-0.016622990369796753,-0.025112252682447433,-0.011521527543663979,0.020416615530848503,-0.007421277463436127,0.010275247506797314,-0.022030383348464966,-0.03313692286610603,-0.008083892986178398,-0.029409319162368774,0.014596523717045784,0.9525026082992554,0.9361716508865356,0.0
58,0.949177086353302,0.05478397384285927,0.031032809987664223,0.00985286757349968,0.016600755974650383,-0.03973793238401413,-0.06773032248020172,-0.07389388978481293,-0.00423428462818265,0.027442650869488716,0.015604130923748016,0.031494833528995514,0.03222469240427017,-0.03453720733523369,-0.05864575877785683,-0.08727176487445831,-0.07642537355422974,-0.05051195248961449,-0.0373411625623703,-0.03450695052742958,0.9524799585342407,0.9523248672485352,0.0
59,0.9216623902320862,-0.0019601667299866676,0.031577132642269135,0.027276745066046715,0.012489404529333115,-0.0007969955331645906,-0.03394073620438576,-0.0228741317987442,0.014964351430535316,0.04420279338955879,0.012062730267643929,-0.010467706248164177,0.006264817900955677,-0.03048839047551155,-0.05754702910780907,-0.06659121066331863,-0.05649365857243538,-0.029519909992814064,-0.009180931374430656,-0.03615939989686012,0.96451735496521,0.9637709856033325,0.0
60,0.9215801358222961,-0.003689959179610014,0.0453585684299469,0.03441765159368515,-0.027668122202157974,0.0036629296373575926,0.0035944697447121143,0.017900779843330383,0.027968019247055054,-0.007551431655883789,-0.017293281853199005,-0.008002287708222866,0.01597128063440323,0.0004649080219678581,-0.0009148399694822729,-0.02333635836839676,-0.019228316843509674,-0.012463456951081753,-0.015334452502429485,-0.021217983216047287,0.9640153646469116,0.9660419821739197,0.0
61,0.9143069982528687,0.002997963223606348,0.005793467164039612,-0.014942898415029049,-0.011637194082140923,0.016449322924017906,0.0010158935328945518,0.022958949208259583,0.01649029552936554,0.03715267404913902,-0.02589595876634121,-0.013736620545387268,0.04658753052353859,0.032046180218458176,0.011671344749629498,-0.015239090658724308,-0.022963766008615494,0.03100438602268696,0.02400197833776474,-0.005201042629778385,0.957564115524292,0.9447315335273743,0.0
62,0.888616144657135,-0.03235182166099548,-0.04689644277095795,-0.003915876150131226,0.039807211607694626,0.003103311639279127,-0.015746574848890305,0.03144631162285805,0.019848356023430824,0.04868102818727493,0.0181355569511652,-0.0034548891708254814,0.007990295067429543,-0.01663871482014656,0.004810828249901533,0.016348758712410927,0.006405136547982693,0.020106201991438866,-0.003113019745796919,-0.012480752542614937,0.9594128727912903,0.9384756684303284,0.0
